2 227	117108
2 228	117098
2 229	117148
2 230	117081
2 231	116852
2 232	117049
2 233	117151
2 234	117048
2 235	117546
2 236	117306
2 237	117176
2 238	117100
2 239	117212
2 240	117052
2 241	117504
2 242	117086
2 243	117113
2 244	116862
2 245	117307
2 246	116691
2 247	117112
2 248	117157
2 249	116470
2 250	116857
2 251	117047
2 252	117125
2 253	116835
2 254	117335
2 255	117357
3 0	117131
3 1	117639
3 2	117295
3 3	117636
3 4	116947
3 5	117484
3 6	116871
3 7	117007
3 8	117389
3 9	117160
3 10	117487
3 11	117060
3 12	117521
3 13	117143
3 14	117380
3 15	117357
3 16	117260
3 17	117676
3 18	117120
3 19	117004
3 20	117283
3 21	117373
3 22	116982
3 23	117250
3 24	116927
3 25	117622
3 26	117437
3 27	116946
3 28	117627
3 29	116983
3 30	117482
3 31	117254
3 32	116749
3 33	116871
3 34	117154
3 35	116992
3 36	116881
3 37	117133
3 38	117035
3 39	116797
3 40	117197
3 41	117301
3 42	117030
3 43	117180
3 44	117850
3 45	117484
3 46	117456
3 47	117028
3 48	117242
3 49	117273
3 50	117440
3 51	117149
3 52	117055
3 53	117250
3 54	116263
3 55	117420
3 56	117238
3 57	116654
3 58	116835
3 59	117005
3 60	117197
3 61	117296
3 62	116858
3 63	116842
3 64	117357
3 65	116845
3 66	117608
3 67	117133
3 68	117067
3 69	117330
3 70	117257
3 71	117035
3 72	116964
3 73	117180
3 74	117348
3 75	117347
3 76	117053
3 77	117430
3 78	117022
3 79	117175
3 80	117760
3 81	116956
3 82	117012
3 83	117465
3 84	117269
3 85	117161
3 86	117378
3 87	117174
3 88	116834
3 89	117721
3 90	117166
3 91	117508
3 92	117274
3 93	117133
3 94	116871
3 95	116971
3 96	116913
3 97	116827
3 98	117356
3 99	116906
3 100	116940
3 101	116751
3 102	117038
3 103	116898
3 104	117203
3 105	117244
3 106	116721
3 107	117354
3 108	116790
3 109	117239
3 110	117235
3 111	117036
3 112	117002
3 113	116874
3 114	117078
3 115	117331
3 116	117198
3 117	117152
3 118	117372
3 119	117499
3 120	117268
3 121	116782
3 122	117140
3 123	116864
3 124	116565
3 125	117105
3 126	117199
3 127	117087
3 128	117179
3 129	117181
3 130	117208
3 131	117383
3 132	117668
3 133	117393
3 134	117291
3 135	117531
3 136	117116
3 137	117013
3 138	117043
3 139	117474
3 140	117239
3 141	116919
3 142	117295
3 143	117417
3 144	117019
3 145	117255
3 146	117239
3 147	117416
3 148	117428
3 149	117018
3 150	117272
3 151	117299
3 152	117249
3 153	117485
3 154	117397
3 155	117430
3 156	117111
3 157	117321
3 158	117126
3 159	117448
3 160	117231
3 161	117241
3 162	117511
3 163	117249
3 164	117114
3 165	116859
3 166	117219
3 167	116665
3 168	117354
3 169	117139
3 170	117247
3 171	117377
3 172	117065
3 173	116939
3 174	117232
3 175	117677
3 176	116755
3 177	117266
3 178	117372
3 179	117002
3 180	117227
3 181	116903
3 182	116919
3 183	117139
3 184	117607
3 185	117341
3 186	117406
3 187	117011
3 188	117312
3 189	116964
3 190	116847
3 191	117543
3 192	116897
3 193	117397
3 194	117648
3 195	117318
3 196	117209
3 197	117366
3 198	117279
3 199	117570
3 200	117142
3 201	116870
3 202	117841
3 203	117043
3 204	117275
3 205	117278
3 206	116728
3 207	117001
3 208	117292
3 209	117312
3 210	117126
3 211	116965
3 212	116660
3 213	117027
3 214	117425
3 215	117159
3 216	117220
3 217	117577
3 218	117305
3 219	117186
3 220	117544
3 221	117467
3 222	117020
3 223	117598
3 224	117846
3 225	117236
3 226	116991
3 227	117291
3 228	117093
3 229	117542
3 230	116948
3 231	116746
3 232	117459
3 233	116947
3 234	117309
3 235	117039
3 236	117004
3 237	117208
3 238	117142
3 239	116748
3 240	117352
3 241	117077
3 242	117154
3 243	117330
3 244	117096
3 245	117084
3 246	117206
3 247	117251
3 248	116641
3 249	117638
3 250	117491
3 251	117055
3 252	117551
3 253	116772
3 254	116932
3 255	116821
